Ticker,Name,Sector,Market Cap,Company,Sales,EBITDA
DOO.MX,WSTR INDV EXFN-SBI,ETF,0,WSTR INDV EXFN-SBI (DOO.MX),N/A,N/A
18654446.SG,,ETF,0,18654446.SG,N/A,N/A
CGW,Guggenheim S&P; Global Water Index,ETF,0,Guggenheim S&P; Global Water Index (CGW),N/A,N/A
540S.DE,AM GRAD 3-5 ETF C,ETF,0,AM GRAD 3-5 ETF C (540S.DE),N/A,N/A
XMTD.L,DB X-TRACKERS DBX MSCI TAIWAN E,ETF,0,DB X-TRACKERS DBX MSCI TAIWAN E (XMTD.L),N/A,N/A
XEU.NX,DBXT MSCI EU 1C,ETF,0,DBXT MSCI EU 1C (XEU.NX),N/A,N/A
INDZ,Direxion Daily India Bear 3X Shares,ETF,0,Direxion Daily India Bear 3X Shares (INDZ),N/A,N/A
DX2K.DE,DBXT FTSE100 SH 1C,ETF,0,DBXT FTSE100 SH 1C (DX2K.DE),N/A,N/A
20702650.SG,,ETF,0,20702650.SG,N/A,N/A
INDY,iShares India 50 ETF,ETF,0,iShares India 50 ETF (INDY),N/A,N/A
XMK9.SG,DBXT MSCI JAP 4C,ETF,0,DBXT MSCI JAP 4C (XMK9.SG),N/A,N/A
18MI.DE,A EUROPE UCITS ETF,ETF,0,A EUROPE UCITS ETF (18MI.DE),N/A,N/A
20225379.SG,,ETF,0,20225379.SG,N/A,N/A
DX23.SG,DBXT2 EONIA  2C,ETF,0,DBXT2 EONIA  2C (DX23.SG),N/A,N/A
VEFH.BE,,ETF,0,VEFH.BE,N/A,N/A
XRO,Guggenheim Sector Rotation,ETF,0,Guggenheim Sector Rotation (XRO),N/A,N/A
FNK,First Trust Mid Cap Value AlphaDEX,ETF,0,First Trust Mid Cap Value AlphaDEX (FNK),N/A,N/A
FNI,First Trust ISE Chindia Idx,ETF,0,First Trust ISE Chindia Idx (FNI),N/A,N/A
GLRE.MI,SPDR Dow Jones Global Real Estate ETF,ETF,0,SPDR Dow Jones Global Real Estate ETF (GLRE.MI),N/A,N/A
EUN9.HM,ISHS EUR GOV B G-CT,ETF,0,ISHS EUR GOV B G-CT (EUN9.HM),N/A,N/A
EFAV,iShares MSCI EAFE Minimum Volatility,ETF,0,iShares MSCI EAFE Minimum Volatility (EFAV),N/A,N/A
PRFZ,PowerShares FTSE RAFI US 1500 Small-Mid,ETF,0,PowerShares FTSE RAFI US 1500 Small-Mid (PRFZ),N/A,N/A
EU373.SW,SWISS/ELM VRN,ETF,0,SWISS/ELM VRN (EU373.SW),N/A,N/A
LYMS.F,L U ETF N-100 D EUR,ETF,0,L U ETF N-100 D EUR (LYMS.F),N/A,N/A
19208461.SG,,ETF,0,19208461.SG,N/A,N/A
GSW7.SG,GS EU LI EUR-INS-AC,ETF,0,GS EU LI EUR-INS-AC (GSW7.SG),N/A,N/A
PSGRM-6.TA,DJDE/PSAGOT BAS S6,ETF,0,DJDE/PSAGOT BAS S6 (PSGRM-6.TA),N/A,N/A
SCPR,VelocityShares 2x Inverse Copper ETN,ETF,0,VelocityShares 2x Inverse Copper ETN (SCPR),N/A,N/A
CU2U.L,Amundi ETF MSCI USA USD A/I,ETF,0,Amundi ETF MSCI USA USD A/I (CU2U.L),N/A,N/A
XRU,CurrencyShares Russian Ruble Trust,ETF,0,CurrencyShares Russian Ruble Trust (XRU),N/A,N/A
2327617.SG,,ETF,0,2327617.SG,N/A,N/A
PHAG.AS,XAG/ETFS METAL S,ETF,0,XAG/ETFS METAL S (PHAG.AS),N/A,N/A
ZCM.TO,BMO Mid Corporate Bond Index ETF,ETF,0,BMO Mid Corporate Bond Index ETF (ZCM.TO),N/A,N/A
ADZ,PowerShares DB Agriculture Short ETN,ETF,0,PowerShares DB Agriculture Short ETN (ADZ),N/A,N/A
XSC.NX,DBXT ES50 1C,ETF,0,DBXT ES50 1C (XSC.NX),N/A,N/A
C075.SG,COMS S600 RET IC,ETF,0,COMS S600 RET IC (C075.SG),N/A,N/A
SRLN,SPDR Blackstone/GSO Senior Loan ETF,ETF,0,SPDR Blackstone/GSO Senior Loan ETF (SRLN),N/A,N/A
LSK8.F,L UC E S.50 D.DO.SH,ETF,0,L UC E S.50 D.DO.SH (LSK8.F),N/A,N/A
XWUT.L,DB X-TRACKERS DB X-TRACKERS MSC,ETF,0,DB X-TRACKERS DB X-TRACKERS MSC (XWUT.L),N/A,N/A
19614394.SG,,ETF,0,19614394.SG,N/A,N/A
H4ZH.DE,HSBC ETFs PLC HSBC MSCI Pac ex Jap ETF,ETF,0,HSBC ETFs PLC HSBC MSCI Pac ex Jap ETF (H4ZH.DE),N/A,N/A
S5B.PA,AM GR 5-7 UC ETF C,ETF,0,AM GR 5-7 UC ETF C (S5B.PA),N/A,N/A
12055222.SG,,ETF,0,12055222.SG,N/A,N/A
LBTA,Russell 1000 Low Beta ETF,ETF,0,Russell 1000 Low Beta ETF (LBTA),N/A,N/A
21236907.SG,,ETF,0,21236907.SG,N/A,N/A
HAD-A.TO,HORIZONS ACTIVE CDN BOND ETF AD,ETF,0,HORIZONS ACTIVE CDN BOND ETF AD (HAD-A.TO),N/A,N/A
114470.KS,KOSEF KTB,ETF,0,KOSEF KTB (114470.KS),N/A,N/A
X501.HM,COMS ILSD 3M1 IC,ETF,0,COMS ILSD 3M1 IC (X501.HM),N/A,N/A
56VA.F,OVAG FIN VRN,ETF,0,OVAG FIN VRN (56VA.F),N/A,N/A
KSM-5CHN.TA,FXC/KSM SAL S5,ETF,0,FXC/KSM SAL S5 (KSM-5CHN.TA),N/A,N/A
SDEU.L,ISHARES V PUBLIC LIMITED COMPAN,ETF,0,ISHARES V PUBLIC LIMITED COMPAN (SDEU.L),N/A,N/A
PCRD.L,ETFS HEDGED COMMODITY SECURITIE,ETF,0,ETFS HEDGED COMMODITY SECURITIE (PCRD.L),N/A,N/A
RTA.PA,L U ETF ST E600 RET,ETF,0,L U ETF ST E600 RET (RTA.PA),N/A,N/A
VOX,Vanguard Telecom Services ETF,ETF,0,Vanguard Telecom Services ETF (VOX),N/A,N/A
GSRA,ALPS/GS Risk-Adjusted Ret US Lrg Cap ETF,ETF,0,ALPS/GS Risk-Adjusted Ret US Lrg Cap ETF (GSRA),N/A,N/A
21537650.SG,,ETF,0,21537650.SG,N/A,N/A
VOT,Vanguard Mid-Cap Growth ETF,ETF,0,Vanguard Mid-Cap Growth ETF (VOT),N/A,N/A
12FD.L,LT/HSBC 16 VRN,ETF,0,LT/HSBC 16 VRN (12FD.L),N/A,N/A
PAGR.L,AGRICULTURE/ETFS,ETF,0,AGRICULTURE/ETFS (PAGR.L),N/A,N/A
RUSL,Direxion Daily Russia Bull 3X Shares,ETF,0,Direxion Daily Russia Bull 3X Shares (RUSL),N/A,N/A
XWSC.L,DB X-TRACKERS DBX MSCI WORLD CO,ETF,0,DB X-TRACKERS DBX MSCI WORLD CO (XWSC.L),N/A,N/A
VOO,Vanguard S&P; 500 ETF,ETF,0,Vanguard S&P; 500 ETF (VOO),N/A,N/A
IBCF.DE,iShares S&P; 500 EUR Hedged,ETF,0,iShares S&P; 500 EUR Hedged (IBCF.DE),N/A,N/A
EXXU.BE,ISHS DJ CH OFFS,ETF,0,ISHS DJ CH OFFS (EXXU.BE),N/A,N/A
VOE,Vanguard Mid-Cap Value ETF,ETF,0,Vanguard Mid-Cap Value ETF (VOE),N/A,N/A
2835.HK,Horizons KOSPI 200 ETF,ETF,0,Horizons KOSPI 200 ETF (2835.HK),N/A,N/A
EUNI.HM,ISHS MSCI EM M G-CT,ETF,0,ISHS MSCI EM M G-CT (EUNI.HM),N/A,N/A
12295266.IR,PIM US DOL MAT USD,ETF,0,PIM US DOL MAT USD (12295266.IR),N/A,N/A
SMIN,iShares MSCI India Small-Cap,ETF,0,iShares MSCI India Small-Cap (SMIN),N/A,N/A
IUSU.SG,ISHS USD TRE B G-CT,ETF,0,ISHS USD TRE B G-CT (IUSU.SG),N/A,N/A
IUS7.HM,ISHS JPMG US MK G-C,ETF,0,ISHS JPMG US MK G-C (IUS7.HM),N/A,N/A
SXRH.MU,ISHS MSCI JP JPY-AC,ETF,0,ISHS MSCI JP JPY-AC (SXRH.MU),N/A,N/A
UOIL,VelocityShares 3x Long Brent Crude ETN,ETF,0,VelocityShares 3x Long Brent Crude ETN (UOIL),N/A,N/A
JO,iPath DJ-UBS Coffee TR Sub-Idx ETN,ETF,0,iPath DJ-UBS Coffee TR Sub-Idx ETN (JO),N/A,N/A
LYM4.DE,L.ETF PRIVEX-D EUR,ETF,0,L.ETF PRIVEX-D EUR (LYM4.DE),N/A,N/A
XACT-FINANS.OL,SHB X NORD BI ETFC,ETF,0,SHB X NORD BI ETFC (XACT-FINANS.OL),N/A,N/A
SAUP.L,ETFS FOREIGN EXCHANGE LIMITED E,ETF,0,ETFS FOREIGN EXCHANGE LIMITED E (SAUP.L),N/A,N/A
XBRI.SW,DBXT MSCI BRIC 1C,ETF,0,DBXT MSCI BRIC 1C (XBRI.SW),N/A,N/A
SSOB.L,SSOB/ETFS,ETF,0,SSOB/ETFS (SSOB.L),N/A,N/A
PAF,PowerShares FTSE RAFI Asia Pacific ex-Jp,ETF,0,PowerShares FTSE RAFI Asia Pacific ex-Jp (PAF),N/A,N/A
H4ZF.F,HSBC S&P; 500 G-CT,ETF,0,HSBC S&P; 500 G-CT (H4ZF.F),N/A,N/A
SU3.PA,AM SUT 3-7 UC ETF C,ETF,0,AM SUT 3-7 UC ETF C (SU3.PA),N/A,N/A
13413882.SG,,ETF,0,13413882.SG,N/A,N/A
10737498.DU,ISHS MSCI JP JPY-AC,ETF,0,ISHS MSCI JP JPY-AC (10737498.DU),N/A,N/A
PAO,PowerShares RiverFront Tactical Bal Gr,ETF,0,PowerShares RiverFront Tactical Bal Gr (PAO),N/A,N/A
C076.F,COMS S600 TECH IC,ETF,0,COMS S600 TECH IC (C076.F),N/A,N/A
AFIN.SG,A FI IB UCITS ETF C,ETF,0,A FI IB UCITS ETF C (AFIN.SG),N/A,N/A
CDZ-A.TO,ISHARES SP TSX CDN DIVIDEND IDX,ETF,0,ISHARES SP TSX CDN DIVIDEND IDX (CDZ-A.TO),N/A,N/A
L8I5.SG,L U ETF CAC40 J EUR,ETF,0,L U ETF CAC40 J EUR (L8I5.SG),N/A,N/A
KSMS-SP2.TA,SPX/KSM SAL S2,ETF,0,SPX/KSM SAL S2 (KSMS-SP2.TA),N/A,N/A
CE9.MI,A EX RUSS U ETF EUR,ETF,0,A EX RUSS U ETF EUR (CE9.MI),N/A,N/A
YINN,Direxion Daily China Bull 3X Shares,ETF,0,Direxion Daily China Bull 3X Shares (YINN),N/A,N/A
STT.PA,SPDR MSCI TELECOM,ETF,0,SPDR MSCI TELECOM (STT.PA),N/A,N/A
UIM7.F,UBS ETF MSCI WLD AD,ETF,0,UBS ETF MSCI WLD AD (UIM7.F),N/A,N/A
KAKAO-S.ST,CACAO/SEB CT 21,ETF,0,CACAO/SEB CT 21 (KAKAO-S.ST),N/A,N/A
CB5.MI,AM EU BKS UCITS ETF,ETF,0,AM EU BKS UCITS ETF (CB5.MI),N/A,N/A
IUKD.SW,ISHS UK DIVID GBP,ETF,0,ISHS UK DIVID GBP (IUKD.SW),N/A,N/A
INDW.PA,MUL LY W INDUST CC,ETF,0,MUL LY W INDUST CC (INDW.PA),N/A,N/A
CWF.PA,AM WLD FIN ETF EUR,ETF,0,AM WLD FIN ETF EUR (CWF.PA),N/A,N/A
KBCAC-39.TA,CAC/MABAT IND S39,ETF,0,CAC/MABAT IND S39 (KBCAC-39.TA),N/A,N/A
13042405.DU,UBS ETF M PA SR AD,ETF,0,UBS ETF M PA SR AD (13042405.DU),N/A,N/A
PPS.TO,PowerShares Canadian Preferred Share ETF,ETF,0,PowerShares Canadian Preferred Share ETF (PPS.TO),N/A,N/A
PXMV,PowerShares Fundamental Pure Mid Value,ETF,0,PowerShares Fundamental Pure Mid Value (PXMV),N/A,N/A
TAN,Guggenheim Solar,ETF,0,Guggenheim Solar (TAN),N/A,N/A
CEU1.L,iShares MSCI EMU,ETF,0,iShares MSCI EMU (CEU1.L),N/A,N/A
103148.L,,ETF,0,103148.L,N/A,N/A
12QR.L,JARIR/HSBC 15 ELN,ETF,0,JARIR/HSBC 15 ELN (12QR.L),N/A,N/A
2971879.SG,,ETF,0,2971879.SG,N/A,N/A
SXRI.BE,ISHS MSCI JP JPY-AC,ETF,0,ISHS MSCI JP JPY-AC (SXRI.BE),N/A,N/A
PXMC,PowerShares Fundamental Pure Mid Core,ETF,0,PowerShares Fundamental Pure Mid Core (PXMC),N/A,N/A
EL45.MU,DK MSCI JP MC,ETF,0,DK MSCI JP MC (EL45.MU),N/A,N/A
PXMG,PowerShares Fundamental Pure Mid Growth,ETF,0,PowerShares Fundamental Pure Mid Growth (PXMG),N/A,N/A
21966705.SW,UBS ETF MC100HC AC,ETF,0,UBS ETF MC100HC AC (21966705.SW),N/A,N/A
DXIBX.MC,DBXT IBEX 35 1C,ETF,0,DBXT IBEX 35 1C (DXIBX.MC),N/A,N/A
DX2B.DU,,ETF,0,DX2B.DU,N/A,N/A
122390.KS,TIGER KOSDAQ Premier,ETF,0,TIGER KOSDAQ Premier (122390.KS),N/A,N/A
19634532.SG,,ETF,0,19634532.SG,N/A,N/A
50WK.L,VECTOR 19 VRN REG-S,ETF,0,VECTOR 19 VRN REG-S (50WK.L),N/A,N/A
3630370.BE,UBS CAP SECS,ETF,0,UBS CAP SECS (3630370.BE),N/A,N/A
LYPA.DE,MUL LY W CO DIS CC,ETF,0,MUL LY W CO DIS CC (LYPA.DE),N/A,N/A
3613632.DU,DBX RUSSELL 2000 1C,ETF,0,DBX RUSSELL 2000 1C (3613632.DU),N/A,N/A
IS0F.BE,ISHS GLD PRD USD-AC,ETF,0,ISHS GLD PRD USD-AC (IS0F.BE),N/A,N/A
XMHC.SG,ISH L EMU MC C,ETF,0,ISH L EMU MC C (XMHC.SG),N/A,N/A
BSJD,Guggenheim BulletShares 2013 HY C Bd ETF,ETF,0,Guggenheim BulletShares 2013 HY C Bd ETF (BSJD),N/A,N/A
20961712.SG,,ETF,0,20961712.SG,N/A,N/A
13884977.SG,,ETF,0,13884977.SG,N/A,N/A
19088973.DU,ISHS ITL GOV B G-CT,ETF,0,ISHS ITL GOV B G-CT (19088973.DU),N/A,N/A
XPXJ.ST,DBXT MSCI PAC 1C,ETF,0,DBXT MSCI PAC 1C (XPXJ.ST),N/A,N/A
RITS.L,RBS MARKET ACCESS RBS MA SH FTS,ETF,0,RBS MARKET ACCESS RBS MA SH FTS (RITS.L),N/A,N/A
150460.KS,TIGER CHINA CONSUMER,ETF,0,TIGER CHINA CONSUMER (150460.KS),N/A,N/A
DGAZ,VelocityShares 3x Inv Natural Gas ETN,ETF,0,VelocityShares 3x Inv Natural Gas ETN (DGAZ),N/A,N/A
CD91.SW,COMS NY A GOLD IC,ETF,0,COMS NY A GOLD IC (CD91.SW),N/A,N/A
CBO.TO,iShares 1-5 Year Laddered Corp Bd Comm,ETF,0,iShares 1-5 Year Laddered Corp Bd Comm (CBO.TO),N/A,N/A
XACT-NORDEN-30.ST,XACT NORDEN 30,ETF,0,XACT NORDEN 30 (XACT-NORDEN-30.ST),N/A,N/A
AHYE.PA,AM ETF EU H YI L B ,ETF,0,AM ETF EU H YI L B  (AHYE.PA),N/A,N/A
20038571.SG,,ETF,0,20038571.SG,N/A,N/A
6PSA.DU,POWER FTSE RAFI US,ETF,0,POWER FTSE RAFI US (6PSA.DU),N/A,N/A
20762472.SG,,ETF,0,20762472.SG,N/A,N/A
21576864.SG,,ETF,0,21576864.SG,N/A,N/A
CMU.PA,A MSC EMU UCITS ETF,ETF,0,A MSC EMU UCITS ETF (CMU.PA),N/A,N/A
13147756.SG,,ETF,0,13147756.SG,N/A,N/A
ISQU.BE,ISHS GLB MAT,ETF,0,ISHS GLB MAT (ISQU.BE),N/A,N/A
LYMS.MU,L U ETF N-100 D EUR,ETF,0,L U ETF N-100 D EUR (LYMS.MU),N/A,N/A
18573019.SG,,ETF,0,18573019.SG,N/A,N/A
20599119.SG,,ETF,0,20599119.SG,N/A,N/A
IXP.AX,iShares Global Telecom ETF (AU),ETF,0,iShares Global Telecom ETF (AU) (IXP.AX),N/A,N/A
MWJ,Direxion Daily Mid Cap Bull 3X Shares,ETF,0,Direxion Daily Mid Cap Bull 3X Shares (MWJ),N/A,N/A
12881555.BE,PLATINUM/ISHARES PH,ETF,0,PLATINUM/ISHARES PH (12881555.BE),N/A,N/A
2968024.SG,BAYERNLB CAP TR VRN,ETF,0,BAYERNLB CAP TR VRN (2968024.SG),N/A,N/A
BRF,Market Vectors Brazil Small-Cap ETF,ETF,0,Market Vectors Brazil Small-Cap ETF (BRF),N/A,N/A
GXG,Global X FTSE Colombia 20 ETF,ETF,0,Global X FTSE Colombia 20 ETF (GXG),N/A,N/A
GXF,Global X FTSE Nordic Region ETF,ETF,0,Global X FTSE Nordic Region ETF (GXF),N/A,N/A
GXC,SPDR S&P; China,ETF,0,SPDR S&P; China (GXC),N/A,N/A
21371052.SG,,ETF,0,21371052.SG,N/A,N/A
M9SD.SG,RBS M A NYS AGB C,ETF,0,RBS M A NYS AGB C (M9SD.SG),N/A,N/A
DX2Z.DE,DBX SEL FRONTIER 1C,ETF,0,DBX SEL FRONTIER 1C (DX2Z.DE),N/A,N/A
IOO,iShares Global 100 ETF,ETF,0,iShares Global 100 ETF (IOO),N/A,N/A
20495842.SG,,ETF,0,20495842.SG,N/A,N/A
KS120-33.TA,TA120/KSM SAL IND,ETF,0,TA120/KSM SAL IND (KS120-33.TA),N/A,N/A
BUNT,PowerShares DB 3x German Bund ETN,ETF,0,PowerShares DB 3x German Bund ETN (BUNT),N/A,N/A
SFLA,iPath Long Extended S&P; 500 TR ETN,ETF,0,iPath Long Extended S&P; 500 TR ETN (SFLA),N/A,N/A
VEFF.BE,MARKET VCTR CHINA-A,ETF,0,MARKET VCTR CHINA-A (VEFF.BE),N/A,N/A
BUNL,PowerShares DB German Bund ETN,ETF,0,PowerShares DB German Bund ETN (BUNL),N/A,N/A
FDT.MX,FRTR EM MKT ALPHDEX,ETF,0,FRTR EM MKT ALPHDEX (FDT.MX),N/A,N/A
18789565.SG,,ETF,0,18789565.SG,N/A,N/A
LYYR.F,L U ETF 600 F & BEV,ETF,0,L U ETF 600 F & BEV (LYYR.F),N/A,N/A
BUND,PIMCO Germany Bond Index ETF,ETF,0,PIMCO Germany Bond Index ETF (BUND),N/A,N/A
IDFE.L,iShares MSCI AC Far East ex-Japan SmCap,ETF,0,iShares MSCI AC Far East ex-Japan SmCap (IDFE.L),N/A,N/A
EXV6.BE,IS SEU600BR(DE),ETF,0,IS SEU600BR(DE) (EXV6.BE),N/A,N/A
EXSH.F,ISHS STX ESD 30,ETF,0,ISHS STX ESD 30 (EXSH.F),N/A,N/A
EL4F.BE,DK DAX UCTS ETF,ETF,0,DK DAX UCTS ETF (EL4F.BE),N/A,N/A
19396562.SG,,ETF,0,19396562.SG,N/A,N/A
12980919.DU,IS SEU600 O&G;,ETF,0,IS SEU600 O&G; (12980919.DU),N/A,N/A
20250987.SG,,ETF,0,20250987.SG,N/A,N/A
SPOTR-OMXS30.ST,SPOTR1 O30 ICC,ETF,0,SPOTR1 O30 ICC (SPOTR-OMXS30.ST),N/A,N/A
PSHO.L,POW NAS OMX EUR,ETF,0,POW NAS OMX EUR (PSHO.L),N/A,N/A
SLQD,iShares 0-5 Year Investment Gra,ETF,0,iShares 0-5 Year Investment Gra (SLQD),N/A,N/A
20427613.SG,,ETF,0,20427613.SG,N/A,N/A
OSXA.DE,OL WMV UE1CC,ETF,0,OL WMV UE1CC (OSXA.DE),N/A,N/A
IXP.MX,ISHS GLBL TELECOM,ETF,0,ISHS GLBL TELECOM (IXP.MX),N/A,N/A
11855112.SG,,ETF,0,11855112.SG,N/A,N/A
SPYY.SG,SPDR MSCI USD ACC,ETF,0,SPDR MSCI USD ACC (SPYY.SG),N/A,N/A
DEM.MX,WSDMTR EM EQIN-SBI,ETF,0,WSDMTR EM EQIN-SBI (DEM.MX),N/A,N/A
RTYS.L,Source Russell 2000 ETF,ETF,0,Source Russell 2000 ETF (RTYS.L),N/A,N/A
RTR,RevenueShares ADR,ETF,0,RevenueShares ADR (RTR),N/A,N/A
EQL,ALPS Equal Sector Weight ETF,ETF,0,ALPS Equal Sector Weight ETF (EQL),N/A,N/A
137990.KS,TIGER GREEN,ETF,0,TIGER GREEN (137990.KS),N/A,N/A
BSX.PA,L UC ETF EU STOXX50,ETF,0,L UC ETF EU STOXX50 (BSX.PA),N/A,N/A
C8M.MI,AM EUR MATER UC ETF,ETF,0,AM EUR MATER UC ETF (C8M.MI),N/A,N/A
20541050.SG,,ETF,0,20541050.SG,N/A,N/A
10449329.SW,ZKB GOLD ETF A GBP,ETF,0,ZKB GOLD ETF A GBP (10449329.SW),N/A,N/A
PHZN.L,ETFS INDUSTRIAL METAL SECURITIE,ETF,0,ETFS INDUSTRIAL METAL SECURITIE (PHZN.L),N/A,N/A
HRSHR-43.TA,BASKT/HAREL SAL S43,ETF,0,BASKT/HAREL SAL S43 (HRSHR-43.TA),N/A,N/A
18MM.DE,AM P EX JAP ETF EUR,ETF,0,AM P EX JAP ETF EUR (18MM.DE),N/A,N/A
PXSC,PowerShares Fundamental Pure Small Core,ETF,0,PowerShares Fundamental Pure Small Core (PXSC),N/A,N/A
18939261.SG,,ETF,0,18939261.SG,N/A,N/A
SHYG,iShares 0-5 Year High Yield Cor,ETF,0,iShares 0-5 Year High Yield Cor (SHYG),N/A,N/A
4332929.SG,,ETF,0,4332929.SG,N/A,N/A
IBC9.SG,ISHS GL CO BN G-CT,ETF,0,ISHS GL CO BN G-CT (IBC9.SG),N/A,N/A
XCHA.MI,DBXT CSI300 UCI 1C,ETF,0,DBXT CSI300 UCI 1C (XCHA.MI),N/A,N/A
10690442.SG,EOAN/UBSL 13 NTS,ETF,0,EOAN/UBSL 13 NTS (10690442.SG),N/A,N/A
18ME.BE,AM MSCI EUR UC ETF,ETF,0,AM MSCI EUR UC ETF (18ME.BE),N/A,N/A
19724475.SG,,ETF,0,19724475.SG,N/A,N/A
EL4M.F,DK IB LSD 3-5,ETF,0,DK IB LSD 3-5 (EL4M.F),N/A,N/A
ABCS,Guggenheim ABC High Dividend,ETF,0,Guggenheim ABC High Dividend (ABCS),N/A,N/A
EXH5.SG,IS SEU600 INS,ETF,0,IS SEU600 INS (EXH5.SG),N/A,N/A
#NAME?,ZKB SILVER ETF HEUR,ETF,0,#NAME?,N/A,N/A
14482902.SG,,ETF,0,14482902.SG,N/A,N/A
DBPS.SG,DBXT MSCI W HC 1C,ETF,0,DBXT MSCI W HC 1C (DBPS.SG),N/A,N/A
157450.KS,TIGER MONEY MARKET,ETF,0,TIGER MONEY MARKET (157450.KS),N/A,N/A
ELF0.SG,DK DAX FNC 30,ETF,0,DK DAX FNC 30 (ELF0.SG),N/A,N/A
HYG,iShares iBoxx $ High Yield Corporate Bd,ETF,0,iShares iBoxx $ High Yield Corporate Bd (HYG),N/A,N/A
OESA.DE,ICE/ETFS,ETF,0,ICE/ETFS (OESA.DE),N/A,N/A
UT7USA.SW,UBS ETF BCU710Y AD,ETF,0,UBS ETF BCU710Y AD (UT7USA.SW),N/A,N/A
21506161.SG,,ETF,0,21506161.SG,N/A,N/A
93MQ.L,STDR 6.5% NCGP-5,ETF,0,STDR 6.5% NCGP-5 (93MQ.L),N/A,N/A
20641668.SG,,ETF,0,20641668.SG,N/A,N/A
13313588.F,DEUTSCHE REG S FR,ETF,0,DEUTSCHE REG S FR (13313588.F),N/A,N/A
Z84A.F,7.5 DANA GAS ,ETF,0,7.5 DANA GAS  (Z84A.F),N/A,N/A
38LS.L,BRITANNIA/SILK55FRN,ETF,0,BRITANNIA/SILK55FRN (38LS.L),N/A,N/A
ISFE.L,ISHS MSCI AC USD,ETF,0,ISHS MSCI AC USD (ISFE.L),N/A,N/A
21642644.SG,,ETF,0,21642644.SG,N/A,N/A
10710032.SG,,ETF,0,10710032.SG,N/A,N/A
DBZR.F,DBXT HSI SH DAY 2C,ETF,0,DBXT HSI SH DAY 2C (DBZR.F),N/A,N/A
HYS,PIMCO 0-5 Year High Yld Corp Bd Idx ETF,ETF,0,PIMCO 0-5 Year High Yld Corp Bd Idx ETF (HYS),N/A,N/A
DBZJ.HM,DBXT SE600 BRS 1CC,ETF,0,DBXT SE600 BRS 1CC (DBZJ.HM),N/A,N/A
DIV,Global X SuperDividend US ETF,ETF,0,Global X SuperDividend US ETF (DIV),N/A,N/A
SC00.F,SOU STOX 600 EUR AC,ETF,0,SOU STOX 600 EUR AC (SC00.F),N/A,N/A
19717333.SG,,ETF,0,19717333.SG,N/A,N/A
WAT.MI,L.ETF WLD WATER -D-,ETF,0,L.ETF WLD WATER -D- (WAT.MI),N/A,N/A
5X63.DE,COMS C BUF DS IC,ETF,0,COMS C BUF DS IC (5X63.DE),N/A,N/A
VOOG,Vanguard S&P; 500 Growth Index ETF,ETF,0,Vanguard S&P; 500 Growth Index ETF (VOOG),N/A,N/A
2968024.BE,BAYERNLB CAP TR VRN,ETF,0,BAYERNLB CAP TR VRN (2968024.BE),N/A,N/A
PSCHN-56.TA,FTX25/PSAGOT S56,ETF,0,FTX25/PSAGOT S56 (PSCHN-56.TA),N/A,N/A
18614651.SG,,ETF,0,18614651.SG,N/A,N/A
LYM0.MU,L UC ETF L AM C EUR,ETF,0,L UC ETF L AM C EUR (LYM0.MU),N/A,N/A
LYYA.F,L UC ETF WLD D EUR,ETF,0,L UC ETF WLD D EUR (LYYA.F),N/A,N/A
GHYS.L,iShares Glbl Hi Yld Corp Bd GBP Hdgd ETF,ETF,0,iShares Glbl Hi Yld Corp Bd GBP Hdgd ETF (GHYS.L),N/A,N/A
VOOV,Vanguard S&P; 500 Value Index ETF,ETF,0,Vanguard S&P; 500 Value Index ETF (VOOV),N/A,N/A
MZZ,ProShares UltraShort MidCap400,ETF,0,ProShares UltraShort MidCap400 (MZZ),N/A,N/A
SB0.SW,A INV GRAD UC ETF C,ETF,0,A INV GRAD UC ETF C (SB0.SW),N/A,N/A
SNGA.MI,SNGA/ETFS,ETF,0,SNGA/ETFS (SNGA.MI),N/A,N/A
BTMA.AS,ISHS USD TRE BD USD,ETF,0,ISHS USD TRE BD USD (BTMA.AS),N/A,N/A
19425811.SG,,ETF,0,19425811.SG,N/A,N/A
18558009.SG,,ETF,0,18558009.SG,N/A,N/A
UB89.L,UBS ETF UBS ETF MARKIT IBOXX E ,ETF,0,UBS ETF UBS ETF MARKIT IBOXX E  (UB89.L),N/A,N/A
SXRZ.DE,ISHS NIK 225 JPY-AC,ETF,0,ISHS NIK 225 JPY-AC (SXRZ.DE),N/A,N/A
UIMA.SG,UBS ETF MSCI EU AD,ETF,0,UBS ETF MSCI EU AD (UIMA.SG),N/A,N/A
M9SG.DE,RBS M A S-E EU C,ETF,0,RBS M A S-E EU C (M9SG.DE),N/A,N/A
LYPN.DE,L U ETF/NA AS D EUR,ETF,0,L U ETF/NA AS D EUR (LYPN.DE),N/A,N/A
BTPS.PA,Lyxor ETF Daily Double Short BTP A/I,ETF,0,Lyxor ETF Daily Double Short BTP A/I (BTPS.PA),N/A,N/A
18566766.SG,,ETF,0,18566766.SG,N/A,N/A
XSES.L,DB X-TRACKERS DBX STOXX EUROPE ,ETF,0,DB X-TRACKERS DBX STOXX EUROPE  (XSES.L),N/A,N/A
AUDP.L,ETFS FOREIGN EXCHANGE LIMITED E,ETF,0,ETFS FOREIGN EXCHANGE LIMITED E (AUDP.L),N/A,N/A
O110.L,ISHARES MSCI JA G-C,ETF,0,ISHARES MSCI JA G-C (O110.L),N/A,N/A
