Ticker,Name,Sector,Market Cap,Company,Sales,EBITDA
BUSE,First Busey Corporation,Regional - Midwest Banks,504.10M,First Busey Corporation(BUSE),826B,616M
BX,The Blackstone Group L.P.,Asset Management,17.71B,The Blackstone Group L.P.(BX),397B,861M
MBFI,MB Financial Inc.,Regional - Midwest Banks,1.76B,MB Financial Inc.(MBFI),174M,6B
BT,BT Group plc,Diversified Communication Services,49.07B,BT Group plc(BT),68M,6B
BV,"Bazaarvoice, Inc.",Application Software,587.49M,"Bazaarvoice, Inc.(BV)",799M,932B
BP,BP plc,Major Integrated Oil & Gas,151.24B,BP plc(BP),790B,709B
BR,"Broadridge Financial Solutions, Inc.",Information & Delivery Services,4.71B,"Broadridge Financial Solutions, Inc.(BR)",191M,925M
EAT,"Brinker International, Inc.",Restaurants,3.14B,"Brinker International, Inc.(EAT)",57B,400M
MDXG,"MiMedx Group, Inc.",Medical Appliances & Equipment,841.52M,"MiMedx Group, Inc.(MDXG)",730M,730B
EHI,Western Asset Global High Income Fund Inc.,Closed-End Fund - Debt,381.33M,Western Asset Global High Income Fund Inc.(EHI),77M,533M
LDP,Cohen & Steers Limited Duration,,0,Cohen & Steers Limited Duration(LDP),832M,812M
GURE,"Gulf Resources, Inc.",Specialty Chemicals,85.57M,"Gulf Resources, Inc.(GURE)",100B,290B
DNKN,"Dunkin' Brands Group, Inc.",Restaurants,5.14B,"Dunkin' Brands Group, Inc.(DNKN)",612M,6B
VNR,"Vanguard Natural Resources, LLC",Oil & Gas Drilling & Exploration,2.29B,"Vanguard Natural Resources, LLC(VNR)",793B,355M
OLED,Universal Display Corp.,Computer Peripherals,1.57B,Universal Display Corp.(OLED),98M,6B
TAXI,Medallion Financial Corp.,Credit Services,311.46M,Medallion Financial Corp.(TAXI),326M,81M
ASYS,Amtech Systems Inc.,Semiconductor Equipment & Materials,61.41M,Amtech Systems Inc.(ASYS),103B,389B
IMKTA,"Ingles Markets, Incorporated",Grocery Stores,612.22M,"Ingles Markets, Incorporated(IMKTA)",935B,651B
FARO,FARO Technologies Inc.,Scientific & Technical Instruments,1.01B,FARO Technologies Inc.(FARO),315B,851B
NTZ,Natuzzi SpA,Home Furnishings & Fixtures,140.80M,Natuzzi SpA(NTZ),162B,344B
URI,"United Rentals, Inc.",Rental & Leasing Services,7.18B,"United Rentals, Inc.(URI)",493M,662M
LTBR,Lightbridge Corp.,Synthetics,23.64M,Lightbridge Corp.(LTBR),925M,558M
QDEL,Quidel Corp.,Diagnostic Substances,975.72M,Quidel Corp.(QDEL),97M,214M
LEDS,SemiLEDs Corporation,Semiconductor- Memory Chips,26.37M,SemiLEDs Corporation(LEDS),759M,472M
AMCX,AMC Networks Inc.,CATV Systems,4.89B,AMC Networks Inc.(AMCX),831M,733B
LEDR,"Market Leader, Inc.",,0,"Market Leader, Inc.(LEDR)",473B,11M
CPIX,"Cumberland Pharmaceuticals, Inc.",Drug Manufacturers - Other,92.50M,"Cumberland Pharmaceuticals, Inc.(CPIX)",942B,438M
PUK,Prudential plc,Life Insurance,56.76B,Prudential plc(PUK),712B,324M
FLIC,The First of Long Island Corporation,Regional - Northeast Banks,388.45M,The First of Long Island Corporation(FLIC),386M,493M
FLIR,"FLIR Systems, Inc.",Aerospace/Defense Products & Services,4.22B,"FLIR Systems, Inc.(FLIR)",305M,805M
CAMP,CalAmp Corp.,Communication Equipment,979.00M,CalAmp Corp.(CAMP),181M,694B
JFR,Nuveen Floating Rate Income Fun,,0,Nuveen Floating Rate Income Fun(JFR),780M,825M
ZOLT,Zoltek Companies Inc.,Industrial Electrical Equipment,574.72M,Zoltek Companies Inc.(ZOLT),667B,762B
JFC,"JF China Region  Fund, Inc. Com",,0,"JF China Region  Fund, Inc. Com(JFC)",222B,21M
SDR,Sandridge Mississippian Trust II,Independent Oil & Gas,453.99M,Sandridge Mississippian Trust II(SDR),939M,398B
GOV,N/A,REIT - Office,1.37B,N/A(GOV),827M,531B
SDT,SandRidge Mississippian Trust I,Independent Oil & Gas,257.04M,SandRidge Mississippian Trust I(SDT),471B,781B
GOF,Guggenheim Strategic Opportunit,,0,Guggenheim Strategic Opportunit(GOF),724B,150B
GOM,Ally Financial Inc.,,33.46M,Ally Financial Inc.(GOM),211B,559M
GOL,GOL Linhas A,Regional Airlines,1.28B,GOL Linhas A(GOL),437B,225B
LEAP,Leap Wireless International Inc.,Wireless Communications,1.38B,Leap Wireless International Inc.(LEAP),550M,36M
CBO,CBO (Listing Market - NYSE - Ne,,0,CBO (Listing Market - NYSE - Ne(CBO),280M,223B
FNLC,"The First Bancorp, Inc.",Regional - Northeast Banks,185.41M,"The First Bancorp, Inc.(FNLC)",136M,216B
REFR,Research Frontiers Inc.,Industrial Electrical Equipment,127.64M,Research Frontiers Inc.(REFR),471B,624B
ECYT,"Endocyte, Inc.",Biotechnology,386.37M,"Endocyte, Inc.(ECYT)",169M,7M
GMAN,"Gordmans Stores, Inc.",Home Furnishing Stores,149.39M,"Gordmans Stores, Inc.(GMAN)",197B,632M
BNNY,"Annie's, Inc.",Food - Major Diversified,723.83M,"Annie's, Inc.(BNNY)",937M,739B
TXT,Textron Inc.,Aerospace/Defense - Major Diversified,10.26B,Textron Inc.(TXT),987M,52M
TECD,Tech Data Corp.,Computers Wholesale,1.95B,Tech Data Corp.(TECD),78B,301M
INTC,Intel Corporation,Semiconductor - Broad Line,128.40B,Intel Corporation(INTC),103B,473B
ZIOP,"ZIOPHARM Oncology, Inc.",Biotechnology,366.30M,"ZIOPHARM Oncology, Inc.(ZIOP)",409B,31M
TECH,Techne Corp.,Biotechnology,3.48B,Techne Corp.(TECH),474M,216B
INTU,Intuit Inc.,Application Software,21.81B,Intuit Inc.(INTU),162B,16B
ZION,Zions Bancorp.,Regional - Pacific Banks,5.50B,Zions Bancorp.(ZION),544M,296M
ABBV,AbbVie Inc.,Drug Manufacturers - Major,84.04B,AbbVie Inc.(ABBV),330M,977B
XRS,TAL Education Group,Education & Training Services,1.72B,TAL Education Group(XRS),606M,598B
XEL-PD,Xcel Energy Inc. Preferred Stoc,,0,Xcel Energy Inc. Preferred Stoc(XEL-PD),370B,414M
XEL-PC,Xcel Energy Inc. Preferred Stoc,,0,Xcel Energy Inc. Preferred Stoc(XEL-PC),846B,464B
WIBC,Wilshire Bancorp Inc.,Regional - Midwest Banks,778.60M,Wilshire Bancorp Inc.(WIBC),971B,560M
MPLX,MPLX LP,Oil & Gas Pipelines,3.07B,MPLX LP(MPLX),702M,557M
CHCI,"Comstock Holding Companies, Inc.",Residential Construction,40.88M,"Comstock Holding Companies, Inc.(CHCI)",334B,401M
RBS-PQ,Royal Bank of Scotland Group Pl,,0,Royal Bank of Scotland Group Pl(RBS-PQ),942M,411B
NWSA,News Corporation,Broadcasting - TV,10.35B,News Corporation(NWSA),620M,8M
CHCO,City Holding Co.,Regional - Mid-Atlantic Banks,729.40M,City Holding Co.(CHCO),658B,566M
WPRT,Westport Innovations Inc.,Auto Parts,1.23B,Westport Innovations Inc.(WPRT),479M,310B
PNFP,Pinnacle Financial Partners Inc.,Regional - Southeast Banks,1.13B,Pinnacle Financial Partners Inc.(PNFP),229B,144M
JPM,JPMorgan Chase & Co.,Money Center Banks,217.50B,JPMorgan Chase & Co.(JPM),158M,604M
XTXI,Crosstex Energy Inc.,Oil & Gas Refining & Marketing,1.68B,Crosstex Energy Inc.(XTXI),748M,868B
NRCIB,National Research Corp.,Research Services,830.59M,National Research Corp.(NRCIB),741M,713B
TXI,Texas Industries Inc.,Cement,1.97B,Texas Industries Inc.(TXI),207M,962M
CRD-B,Crawford & Company,Insurance Brokers,506.31M,Crawford & Company(CRD-B),798M,154M
WTSL,Wet Seal Inc.,Apparel Stores,226.21M,Wet Seal Inc.(WTSL),137B,636B
TNP,Tsakos Energy Navigation Limited,Shipping,341.04M,Tsakos Energy Navigation Limited(TNP),14B,208B
JVA,"Coffee Holding Company, Inc.",Processed & Packaged Goods,33.33M,"Coffee Holding Company, Inc.(JVA)",235M,108B
AAT,"American Assets Trust, Inc.",REIT - Office,1.29B,"American Assets Trust, Inc.(AAT)",48B,748B
TNC,Tennant Company,Pollution & Treatment Controls,1.27B,Tennant Company(TNC),346M,275M
TXN,Texas Instruments Inc.,Semiconductor - Broad Line,48.01B,Texas Instruments Inc.(TXN),973B,727B
TNK,Teekay Tankers Ltd.,Shipping,319.21M,Teekay Tankers Ltd.(TNK),291B,312M
TNH,"Terra Nitrogen Company, L.P.",Agricultural Chemicals,2.65B,"Terra Nitrogen Company, L.P.(TNH)",340M,771B
PSEM,Pericom Semiconductor Corp.,Semiconductor - Integrated Circuits,204.90M,Pericom Semiconductor Corp.(PSEM),212B,606B
FEIC,FEI Company,Scientific & Technical Instruments,3.74B,FEI Company(FEIC),302M,221M
TSCO,Tractor Supply Company,"Specialty Retail, Other",10.66B,Tractor Supply Company(TSCO),265B,94M
PSEC,Prospect Capital Corporation,Asset Management,3.10B,Prospect Capital Corporation(PSEC),649B,657M
ERII,"Energy Recovery, Inc.",Pollution & Treatment Controls,296.46M,"Energy Recovery, Inc.(ERII)",554M,421M
TWIN,"Twin Disc, Incorporated",Diversified Machinery,292.35M,"Twin Disc, Incorporated(TWIN)",382M,454M
SPLK,"Splunk, Inc.",Application Software,7.40B,"Splunk, Inc.(SPLK)",39B,234B
HTLD,"Heartland Express, Inc.",Trucking,1.66B,"Heartland Express, Inc.(HTLD)",232M,335B
NSSC,"Napco Security Technologies, Inc.",Security & Protection Services,121.30M,"Napco Security Technologies, Inc.(NSSC)",969M,127M
FLTX,Fleetmatics Group PLC,Application Software,1.56B,Fleetmatics Group PLC(FLTX),376B,104M
PRIM,Primoris Services Corporation,Heavy Construction,1.57B,Primoris Services Corporation(PRIM),359M,633M
FIZZ,National Beverage Corp.,Beverages - Soft Drinks,945.60M,National Beverage Corp.(FIZZ),485M,979B
AGIIL,Argo Group International Holdin,,0,Argo Group International Holdin(AGIIL),562M,252M
SHOR,"ShoreTel, Inc.",Communication Equipment,560.80M,"ShoreTel, Inc.(SHOR)",96B,286B
VVUS,VIVUS Inc.,Biotechnology,937.71M,VIVUS Inc.(VVUS),951M,794B
SIGM,"Sigma Designs, Inc.",Semiconductor - Specialized,165.00M,"Sigma Designs, Inc.(SIGM)",434B,359B
SIGI,Selective Insurance Group Inc.,Property & Casualty Insurance,1.52B,Selective Insurance Group Inc.(SIGI),485B,252B
WDAY,"Workday, Inc.",Application Software,14.42B,"Workday, Inc.(WDAY)",669M,26M
OAKS,Five Oaks Investment Corp.,REIT - Residential,75.44M,Five Oaks Investment Corp.(OAKS),885M,88M
SXL,Sunoco Logistics Partners L.P.,Oil & Gas Pipelines,7.82B,Sunoco Logistics Partners L.P.(SXL),818M,636M
RTEC,Rudolph Technologies Inc.,Scientific & Technical Instruments,387.39M,Rudolph Technologies Inc.(RTEC),918M,310M
VOC,VOC Energy Trust,Independent Oil & Gas,249.05M,VOC Energy Trust(VOC),657B,452B
CVV,CVD Equipment Corporation,Diversified Machinery,87.96M,CVD Equipment Corporation(CVV),715M,702M
CVS,CVS Caremark Corporation,Drug Stores,86.29B,CVS Caremark Corporation(CVS),267B,357B
CVD,Covance Inc.,Medical Laboratories & Research,4.94B,Covance Inc.(CVD),816M,140M
CVE,Cenovus Energy Inc.,Oil & Gas Drilling & Exploration,0,Cenovus Energy Inc.(CVE),933M,791M
CVG,Convergys Corporation,Business Services,2.16B,Convergys Corporation(CVG),931M,205B
CVA,Covanta Holding Corporation,Waste Management,2.29B,Covanta Holding Corporation(CVA),550B,114M
CVB,Lehman ABS Corporation 7.75% Co,,0,Lehman ABS Corporation 7.75% Co(CVB),249B,476M
CVC,Cablevision Systems Corporation,CATV Systems,4.75B,Cablevision Systems Corporation(CVC),889M,324M
ACAS,"American Capital, Ltd.",Asset Management,4.30B,"American Capital, Ltd.(ACAS)",889M,489M
COLE,"Cole Real Estate Investments, Inc.",REIT - Diversified,6.56B,"Cole Real Estate Investments, Inc.(COLE)",66B,427B
BRSS,"Global Brass and Copper Holdings, Inc.",Metal Fabrication,348.32M,"Global Brass and Copper Holdings, Inc.(BRSS)",616B,31B
HVT-A,Haverty Furniture Companies Inc.,,709.16M,Haverty Furniture Companies Inc.(HVT-A),591B,919M
IIVI,II-VI Incorporated,Scientific & Technical Instruments,1.09B,II-VI Incorporated(IIVI),443M,741B
MDVN,"Medivation, Inc.",Biotechnology,4.83B,"Medivation, Inc.(MDVN)",297M,304B
TBNK,Territorial Bancorp Inc.,Regional - Pacific Banks,221.23M,Territorial Bancorp Inc.(TBNK),764B,899B
NFLX,"Netflix, Inc.",Music & Video Stores,21.88B,"Netflix, Inc.(NFLX)",411M,734M
ENB,Enbridge Inc.,Oil & Gas Pipelines,35.89B,Enbridge Inc.(ENB),446M,743B
CBS,CBS Corporation,Broadcasting - TV,38.28B,CBS Corporation(CBS),826B,432M
ENG,ENGlobal Corp.,Technical Services,38.48M,ENGlobal Corp.(ENG),969B,341M
END,Endeavour International Corporation,Independent Oil & Gas,237.58M,Endeavour International Corporation(END),281M,671M
ENJ,"Entergy New Orleans, Inc. First",,0,"Entergy New Orleans, Inc. First(ENJ)",192B,10M
ENH,Endurance Specialty Holdings Ltd.,Property & Casualty Insurance,2.59B,Endurance Specialty Holdings Ltd.(ENH),458B,583M
ENL,Reed Elsevier NV,Publishing - Periodicals,15.23B,Reed Elsevier NV(ENL),144B,62B
ENR,Energizer Holdings Inc.,Personal Products,6.76B,Energizer Holdings Inc.(ENR),284B,219B
ENS,EnerSys,Industrial Electrical Equipment,3.32B,EnerSys(ENS),188M,717B
ENV,"Envestnet, Inc.",Business Services,1.33B,"Envestnet, Inc.(ENV)",664B,687B
ENZ,Enzo Biochem Inc.,Medical Laboratories & Research,120.73M,Enzo Biochem Inc.(ENZ),529B,348B
SPLS,"Staples, Inc.","Specialty Retail, Other",10.43B,"Staples, Inc.(SPLS)",885M,291B
RYL,Ryland Group Inc.,Residential Construction,1.99B,Ryland Group Inc.(RYL),385M,129B
G,Genpact Ltd.,Business Services,4.21B,Genpact Ltd.(G),440B,79M
SU,Suncor Energy Inc.,Independent Oil & Gas,51.56B,Suncor Energy Inc.(SU),737B,788B
GSJK,"Compressco Partners, L.P.",Oil & Gas Equipment & Services,321.32M,"Compressco Partners, L.P.(GSJK)",932B,352B
IFT,"Imperial Holdings, Inc.",Life Insurance,138.98M,"Imperial Holdings, Inc.(IFT)",333B,65B
GEB,General Electric Capital Corporation,,N/A,General Electric Capital Corporation(GEB),579M,982M
PWR,"Quanta Services, Inc.",General Contractors,6.74B,"Quanta Services, Inc.(PWR)",907B,842B
GLOG,GasLog Ltd.,Shipping,1.07B,GasLog Ltd.(GLOG),843M,688B
EMES,Emerge Energy Services LP Commo,,0,Emerge Energy Services LP Commo(EMES),139B,597B
GTLS,Chart Industries Inc.,Metal Fabrication,2.80B,Chart Industries Inc.(GTLS),569B,263B
RLOG,"Rand Logistics, Inc.",Shipping,101.28M,"Rand Logistics, Inc.(RLOG)",288B,936B
DAN,Dana Holding Corporation,Auto Parts,2.86B,Dana Holding Corporation(DAN),752M,743B
DAL,Delta Air Lines Inc.,Major Airlines,23.11B,Delta Air Lines Inc.(DAL),284B,223B
CB,The Chubb Corporation,Property & Casualty Insurance,24.18B,The Chubb Corporation(CB),10B,514M
GOODO,Gladstone Commercial Corp.,,351.17M,Gladstone Commercial Corp.(GOODO),953B,718M
DAC,Danaos Corporation,Shipping,531.82M,Danaos Corporation(DAC),777B,736M
JDD,Nuveen Diversified Dividend & Income Fund,Closed-End Fund - Equity,223.54M,Nuveen Diversified Dividend & Income Fund(JDD),656B,139B
MMYT,MakeMyTrip Limited,General Entertainment,717.54M,MakeMyTrip Limited(MMYT),546M,185B
NDRO,Enduro Royalty Trust,Independent Oil & Gas,398.64M,Enduro Royalty Trust(NDRO),775M,248M
GIS,"General Mills, Inc.",Processed & Packaged Goods,31.14B,"General Mills, Inc.(GIS)",283B,267B
SFY,Swift Energy Co.,Independent Oil & Gas,590.61M,Swift Energy Co.(SFY),110B,411B
SFB,Stifel Financial Corp.,,1.63B,Stifel Financial Corp.(SFB),240M,755M
GIB,"CGI Group, Inc.",Internet Software & Services,10.52B,"CGI Group, Inc.(GIB)",852M,67M
GIL,Gildan Activewear Inc.,Textile - Apparel Clothing,6.52B,Gildan Activewear Inc.(GIL),157M,139B
SFI,iStar Financial Inc.,REIT - Diversified,0,iStar Financial Inc.(SFI),584B,99M
LECO,Lincoln Electric Holdings Inc.,Small Tools & Accessories,5.84B,Lincoln Electric Holdings Inc.(LECO),535B,594M
INFN,Infinera Corporation,Communication Equipment,1.17B,Infinera Corporation(INFN),472M,948M
XLS,Exelis Inc.,Aerospace/Defense Products & Services,3.59B,Exelis Inc.(XLS),80M,542M
VRNGW,"Vringo, Inc.",,0,"Vringo, Inc.(VRNGW)",653M,283B
SPSC,"SPS Commerce, Inc.",Application Software,1.01B,"SPS Commerce, Inc.(SPSC)",373B,51M
NXK-PC,Nuveen New York Dividend Advant,,0,Nuveen New York Dividend Advant(NXK-PC),399B,741M
TFCO,Tufco Technologies Inc.,Paper & Paper Products,26.28M,Tufco Technologies Inc.(TFCO),229M,121B
UBCP,United Bancorp Inc.,Regional - Midwest Banks,39.83M,United Bancorp Inc.(UBCP),251B,636M
BGCA,"BGC Partners, Inc.",,5.58B,"BGC Partners, Inc.(BGCA)",96M,749M
AUXL,Auxilium Pharmaceuticals Inc.,Drug Related Products,1.03B,Auxilium Pharmaceuticals Inc.(AUXL),81B,861M
ESS,Essex Property Trust Inc.,REIT - Residential,5.47B,Essex Property Trust Inc.(ESS),389M,770M
TSEM,Tower Semiconductor Ltd.,Semiconductor - Integrated Circuits,266.55M,Tower Semiconductor Ltd.(TSEM),174M,573M
ESV,Ensco plc,Oil & Gas Drilling & Exploration,13.24B,Ensco plc(ESV),608M,665M
ESI,ITT Educational Services Inc.,Education & Training Services,778.66M,ITT Educational Services Inc.(ESI),881B,822B
ESL,Esterline Technologies Corp.,Aerospace/Defense Products & Services,3.19B,Esterline Technologies Corp.(ESL),231M,518M
ESC,Emeritus Corp.,Long-Term Care Facilities,1.02B,Emeritus Corp.(ESC),424M,398B
ESE,ESCO Technologies Inc.,Scientific & Technical Instruments,915.60M,ESCO Technologies Inc.(ESE),977M,363M
ESD,Legg Mason Partners Income Trust - Western Asset Emerging Markets Debt Portfolio,,0,Legg Mason Partners Income Trust - Western Asset Emerging Markets Debt Portfolio(ESD),333B,551M
INFY,Infosys Ltd.,Technical & System Software,32.30B,Infosys Ltd.(INFY),813M,182B
RDY,Dr. Reddy's Laboratories Ltd.,Drug Manufacturers - Other,6.99B,Dr. Reddy's Laboratories Ltd.(RDY),670M,342M
RDC,Rowan Companies plc,Oil & Gas Drilling & Exploration,4.30B,Rowan Companies plc(RDC),868M,599M
ASBC,Associated Banc-Corp,Regional - Midwest Banks,2.84B,Associated Banc-Corp(ASBC),549B,537M
RDA,"RDA Microelectronics, Inc.",Semiconductor Equipment & Materials,833.58M,"RDA Microelectronics, Inc.(RDA)",606M,823B
PRIS,"Promotora de Informaciones, S.A.",Entertainment - Diversified,508.96M,"Promotora de Informaciones, S.A.(PRIS)",978M,777B
RDI,"Reading International, Inc.","Movie Production, Theaters",175.15M,"Reading International, Inc.(RDI)",411B,469M
RDN,Radian Group Inc.,Property & Casualty Insurance,2.47B,Radian Group Inc.(RDN),853M,12M
RMAX,"RE/MAX Holdings, Inc.",Property Management,375.43M,"RE/MAX Holdings, Inc.(RMAX)",393B,152B
DMLP,Dorchester Minerals LP,Diversified Investments,790.19M,Dorchester Minerals LP(DMLP),814B,728B
XXIA,Ixia,Internet Software & Services,987.73M,Ixia(XXIA),986M,279M
NEWP,Newport Corp.,Industrial Equipment Wholesale,708.52M,Newport Corp.(NEWP),637M,42M
ROVI,Rovi Corporation,Multimedia & Graphics Software,1.89B,Rovi Corporation(ROVI),685B,225M
ATAX,America First Tax Exempt Investors LP,Mortgage Investment,270.75M,America First Tax Exempt Investors LP(ATAX),553M,47B
APAGF,Apco Oil & Gas International Inc.,Independent Oil & Gas,468.11M,Apco Oil & Gas International Inc.(APAGF),237B,507M
TPH,"TRI Pointe Homes, Inc.",Residential Construction,607.29M,"TRI Pointe Homes, Inc.(TPH)",900B,989M
D,"Dominion Resources, Inc.",Electric Utilities,37.37B,"Dominion Resources, Inc.(D)",721M,151M
TPL,Texas Pacific Land Trust,Real Estate Development,849.02M,Texas Pacific Land Trust(TPL),857B,3B
TPC,Tutor Perini Corporation,Heavy Construction,1.24B,Tutor Perini Corporation(TPC),152B,223B
AGCO,AGCO Corporation,Farm & Construction Machinery,5.72B,AGCO Corporation(AGCO),457M,175M
TPX,Tempur Sealy International Inc.,Home Furnishings & Fixtures,3.27B,Tempur Sealy International Inc.(TPX),652B,18B
TPZ,Tortoise Power and Energy Infra,,0,Tortoise Power and Energy Infra(TPZ),556B,987M
ENDP,Endo Health Solutions Inc.,Drug Manufacturers - Other,7.71B,Endo Health Solutions Inc.(ENDP),203B,620B
USB-PA,"U.S. Bancorp Depositary Shares,",,0,"U.S. Bancorp Depositary Shares,(USB-PA)",758B,235B
USB-PO,US Bancorp Del Dep Shs Repstg 1,,0,US Bancorp Del Dep Shs Repstg 1(USB-PO),451B,166B
USB-PN,US Bancorp Del DEPOSITARY SH S ,,0,US Bancorp Del DEPOSITARY SH S (USB-PN),855B,512B
XNPT,"Xenoport, Inc.",Biotechnology,262.55M,"Xenoport, Inc.(XNPT)",506M,339M
PSA,Public Storage,REIT - Diversified,26.07B,Public Storage(PSA),12B,49M
MSLI,Merus Labs International Inc.,,54.34M,Merus Labs International Inc.(MSLI),659B,747B
GCOM,Globecomm Systems Inc.,Networking & Communication Devices,0,Globecomm Systems Inc.(GCOM),526B,669M
SHOS,"Sears Hometown and Outlet Stores, Inc.",Department Stores,575.22M,"Sears Hometown and Outlet Stores, Inc.(SHOS)",415M,572B
BOTA,"Biota Pharmaceuticals, Inc.",Biotechnology,120.54M,"Biota Pharmaceuticals, Inc.(BOTA)",969M,248M
SHOO,"Steven Madden, Ltd.",Textile - Apparel Footwear & Accessories,2.48B,"Steven Madden, Ltd.(SHOO)",520M,467B
WMC,Western Asset Mortgage Capital Corporation,Mortgage Investment,361.04M,Western Asset Mortgage Capital Corporation(WMC),533M,378B
PRKR,Parkervision Inc.,Semiconductor - Integrated Circuits,424.38M,Parkervision Inc.(PRKR),519M,724M
DEST,Destination Maternity Corporation,Apparel Stores,426.37M,Destination Maternity Corporation(DEST),454M,381B
QPACW,Quinpario Acquisiton corp.,,0,Quinpario Acquisiton corp.(QPACW),126B,39M
QPACU,Quinpario Acquisition Corp.,,0,Quinpario Acquisition Corp.(QPACU),79M,623B
EARN,N/A,REIT - Diversified,141.56M,N/A(EARN),172B,996B
CALM,"Cal-Maine Foods, Inc.",Food - Major Diversified,1.46B,"Cal-Maine Foods, Inc.(CALM)",602M,503B
SHIP,Seanergy Maritime Holdings Corp.,Shipping,23.08M,Seanergy Maritime Holdings Corp.(SHIP),964M,642M
HOLX,Hologic Inc.,Medical Appliances & Equipment,6.09B,Hologic Inc.(HOLX),17B,809B
VMEM,"Violin Memory, Inc.",Data Storage Devices,325.78M,"Violin Memory, Inc.(VMEM)",151B,23B
HOLI,"HollySys Automation Technologies, Ltd.",Industrial Electrical Equipment,1.08B,"HollySys Automation Technologies, Ltd.(HOLI)",561M,302M
SIEB,Siebert Financial Corp.,Investment Brokerage - Regional,36.44M,Siebert Financial Corp.(SIEB),554M,86B
MXIM,"Maxim Integrated Products, Inc.",Semiconductor - Broad Line,7.90B,"Maxim Integrated Products, Inc.(MXIM)",512M,531M
WBCO,Washington Banking Co.,Regional - Pacific Banks,275.81M,Washington Banking Co.(WBCO),62M,472B
VMO,Invesco Municipal Opportunity T,,0,Invesco Municipal Opportunity T(VMO),849M,267M
MNP,Western Asset Municipal Partner,,0,Western Asset Municipal Partner(MNP),147M,653M
VMI,"Valmont Industries, Inc.",Metal Fabrication,4.00B,"Valmont Industries, Inc.(VMI)",652M,173M
PCH,Potlatch Corporation,REIT - Industrial,1.70B,Potlatch Corporation(PCH),860M,451M
VMC,Vulcan Materials Company,General Building Materials,7.72B,Vulcan Materials Company(VMC),143M,718B
CHN,"China Fund, Inc. (The) Common S",,0,"China Fund, Inc. (The) Common S(CHN)",835B,585B
STT-PC,State Street Corporation Dep Sh,,0,State Street Corporation Dep Sh(STT-PC),781M,523M
CHL,China Mobile Limited,Wireless Communications,209.71B,China Mobile Limited(CHL),724M,263M
OII,"Oceaneering International, Inc.",Oil & Gas Equipment & Services,8.49B,"Oceaneering International, Inc.(OII)",180M,740B
CHK,Chesapeake Energy Corporation,Independent Oil & Gas,17.60B,Chesapeake Energy Corporation(CHK),257B,62M
CHH,Choice Hotels International Inc.,Lodging,2.88B,Choice Hotels International Inc.(CHH),741B,907B
CHI,Calamos Convertible Opportuniti,,0,Calamos Convertible Opportuniti(CHI),882M,236M
CHD,Church & Dwight Co. Inc.,Cleaning Products,9.26B,Church & Dwight Co. Inc.(CHD),987B,502M
CHE,Chemed Corp.,Home Health Care,1.36B,Chemed Corp.(CHE),619M,771M
OIC,Invesco Municipal Income Opport,,0,Invesco Municipal Income Opport(OIC),226B,595M
CHY,Calamos Convertible & High Income Fund,,0,Calamos Convertible & High Income Fund(CHY),393B,409B
CHW,Calamos Global Dynamic Income F,,0,Calamos Global Dynamic Income F(CHW),791B,870B
CHU,China Unicom (Hong Kong) Limited,Wireless Communications,35.88B,China Unicom (Hong Kong) Limited(CHU),99B,602M
CHS,Chico's FAS Inc.,Apparel Stores,2.92B,Chico's FAS Inc.(CHS),506B,308B
OIS,Oil States International Inc.,Oil & Gas Equipment & Services,5.58B,Oil States International Inc.(OIS),152B,921B
HBM,"HudBay Minerals, Inc.",Industrial Metals & Minerals,1.41B,"HudBay Minerals, Inc.(HBM)",612M,311M
ACOR,"Acorda Therapeutics, Inc.",Biotechnology,1.17B,"Acorda Therapeutics, Inc.(ACOR)",227B,290M
HBK,"Hamilton Bancorp, Inc. (Maryland)",Money Center Banks,47.55M,"Hamilton Bancorp, Inc. (Maryland)(HBK)",373M,475M
HBI,Hanesbrands Inc.,Textile - Apparel Clothing,6.92B,Hanesbrands Inc.(HBI),842B,298M
HBC,HSBC Holdings plc,,0,HSBC Holdings plc(HBC),111M,529M
BF-B,Brown-Forman Corporation,Beverages - Wineries & Distillers,16.06B,Brown-Forman Corporation(BF-B),278M,970M
UCP,"UCP, Inc.",Property Management,114.31M,"UCP, Inc.(UCP)",770B,838B
DDC,Dominion Diamond Corporation,Nonmetallic Mineral Mining,1.20B,Dominion Diamond Corporation(DDC),814B,380B
LPSB,"Laporte Bancorp, Inc.",Savings & Loans,64.22M,"Laporte Bancorp, Inc.(LPSB)",358B,984B
BSD,BlackRock Strategic Municipal Trust,Closed-End Fund - Debt,0,BlackRock Strategic Municipal Trust(BSD),225B,745B
BSX,Boston Scientific Corporation,Medical Appliances & Equipment,16.04B,Boston Scientific Corporation(BSX),441B,354B
ASEI,American Science & Engineering Inc.,Security & Protection Services,556.47M,American Science & Engineering Inc.(ASEI),448B,851M
BSP,American Strategic Income Portfolio Inc. II,,0,American Strategic Income Portfolio Inc. II(BSP),678B,809B
RGA,Reinsurance Group of America Inc.,Life Insurance,5.42B,Reinsurance Group of America Inc.(RGA),555M,578B
ARR,"ARMOUR Residential REIT, Inc.",,N/A,"ARMOUR Residential REIT, Inc.(ARR)",181B,844M
ARP,"Atlas Resource Partners, L.P.",Independent Oil & Gas,1.24B,"Atlas Resource Partners, L.P.(ARP)",42B,709B
MCR,MFS Charter Income Trust Common,,0,MFS Charter Income Trust Common(MCR),606M,438M
